jugador,cfn_id,personaje,pais,mr
JRFSkrEEmeR,2702308375,Cammy,Brasil,1500
Careka,3303867009,Cammy,Brasil,1500
Juguecomoelpico,3873464905,Cammy,Chile,1500
RG|blackgaruda,2318443337,Dhalsim,Perú,1500
Salzinho,1352232920,Dhalsim,Brasil,1500
Tiago Champs,1831107835,Dhalsim,Brasil,1500
Emanuel,2799490053,Dhalsim,Argentina,1500
Footsies Man,2974758992,Dhalsim,Guyana,1500
róde,3890330337,Dhalsim,Brasil,1500
carambolinha,1354854274,Dhalsim,Brasil,1500
Nehoc,1481312815,Dhalsim,Brasil,1500
CoraZ,3151890141,Dhalsim,Chile,1500
Bogoio,1272742020,Dhalsim,Brasil,1500
Big Tuna,2056025014,Dhalsim,Brasil,1500
Luca,2964195307,JP,Brasil,1500
TheBrach,1910542711,JP,Argentina,1500
NAVEMAN,2675008273,JP,Ecuador,1500
TIAO DEMOLIDOR,2046976561,JP,Brasil,1500
goenitz_77,2646100573,JP,Perú,1500
VerdadeiroAkuma,1883014038,JP,Brasil,1500
Daniloafbpsn,1693151890,JP,Brasil,1500
No Name,3855836213,JP,Argentina,1500
nozarashiumk3,1454431829,JP,Argentina,1500
Qyu-,3556222286,JP,Argentina,1500
Vovoza0,3657015297,JP,Brasil,1500
Tinika,3526513803,JP,Brasil,1500
Bazzo,1165936791,JP,Brasil,1500
MashingWachine,3016460505,JP,Brasil,1500
Mortzion,1543260829,JP,Brasil,1500
hario_25,2841888570,JP,Argentina,1500
SaltyFighter,1274090848,JP,Brasil,1500
hairo el croto,4028823322,JP,Argentina,1500
PoopMonster,1916549718,JP,Paraguay,1500
Master_JP,3481477413,JP,Brasil,1500
cardikAs,2243888494,JP,Argentina,1500
Rafael,1651599595,JP,Brasil,1500
MisterTallo,1445409731,JP,Colombia,1500
Palaboos,1432848422,JP,Brasil,1500
nakagawa_hanako,1742615365,JP,Brasil,1500
Crisântemos,3279229614,JP,Brasil,1500
Kodak,1730880358,JP,Brasil,1500
PC Morrendo,2365308914,JP,Brasil,1500
Ed0Yamamoto,3235728071,JP,Brasil,1500
Renameless,3311873515,JP,Brasil,1500
SG | Sandaewoo,1731762241,JP,Argentina,1500
LordBrolly,2996533676,JP,Brasil,1500
KDevolt,1128691803,JP,Brasil,1500
_Maw_,3792673139,JP,Brasil,1500
Locustdoido,1216104348,JP,Brasil,1500
Daddylovesdaddy,3825102109,JP,Brasil,1500
SoulPlayerZ,3757464647,Zangief,Brasil,1500
Godot,2756874442,Zangief,Brasil,1500
Keoma,2796369481,Zangief,Brasil,1500
-JEFO-,2819714783,Zangief,Brasil,1500
josehand1,1658215019,Zangief,Brasil,1500
DonRuanzato,3970666873,Zangief,Brasil,1500
MoGreens,1284811842,Zangief,Colombia,1500
Valdi,4147928784,Zangief,Brasil,1500
RashBoxGNT,1129033303,Zangief,Brasil,1500
Vader,2755376912,Zangief,Argentina,1500
Bene15,2607005681,Zangief,Argentina,1500
AR | Ronyman,1755097744,Zangief,Chile,1500
MrSantanaRJ-PC,1245367528,Zangief,Brasil,1500
MancoAntonio,1294186254,Zangief,Argentina,1500
Yutsuo,3888353578,Zangief,Brasil,1500
Gamemania,2848397225,Zangief,Brasil,1500
pofesso,1047908885,Zangief,Brasil,1500
AllDefens,2600921839,Zangief,Brasil,1500
Foca_Illuminati,4244894164,Zangief,Brasil,1500
Paredão,1109999091,Zangief,Brasil,1500
Evilgennius,1853882471,Zangief,Brasil,1500
Masaki,3341679892,Zangief,Brasil,1500
KnifeFight,3550594330,Zangief,Chile,1500
HighlanderCL,2639155064,Zangief,Chile,1500
BrunoLazzarini,4002422912,Manon,Brasil,1500
Subtkd,3729744883,Manon,Brasil,1500
Macacoso,2981321444,Manon,Brasil,1500
Golden,1044005333,Manon,Brasil,1500
DarkRecebe,3224575383,Manon,Brasil,1500
Gentle2K,3809664393,Manon,Perú,1500
FGSLordMiseryBA,1906457072,Manon,Brasil,1500
Kedo2dgod,1379208080,Manon,Brasil,1500
Valdi,4147928784,Manon,Brasil,1500
Juli0o79_br,2771477395,Manon,Brasil,1500
Joaobvb1,1946004742,Manon,Brasil,1500
Júniorhayabusa,3526681021,Manon,Brasil,1500
Egarovano,2970005688,Manon,Paraguay,1500
mharkinhoz,1761239550,Manon,Brasil,1500
SwaT,1229694324,Manon,Argentina,1500
Professor Maven,2079777762,Manon,Brasil,1500
Spike,1392378475,Manon,Brasil,1500
xFawker,2318259029,Manon,Brasil,1500
G01ira,2548184237,Manon,Brasil,1500
As mina pira,3450642580,Manon,Brasil,1500
Hunter,3508961057,Manon,Brasil,1500
Shiryu,2902807444,Manon,Brasil,1500
nakagawa_hanako,1742615365,Manon,Brasil,1500
Marcelo.PE.LiMA,2078912264,Manon,Brasil,1500
Seu Brasil,3053612879,Manon,Brasil,1500
Parcjval,3693396432,Manon,Brasil,1500
PC Morrendo,2365308914,Manon,Brasil,1500
Julio150ml,3669708359,Manon,Brasil,1500
Genesis Drive,3926282405,Manon,Chile,1500
Charad4,2772773464,Manon,Brasil,1500
Mestre_Kame,2972183178,Manon,Brasil,1500
Nil-Narrador,1660094456,Manon,Brasil,1500
Whiskas,1568785970,Manon,Brasil,1500
.....-..,4113667580,Manon,Brasil,1500
Careka,3303867009,Manon,Brasil,1500
ElCh0z,2857414843,Manon,Chile,1500
SalBrabo,2636690305,Chun-Li,Brasil,1500
Lucky,2085073010,Chun-Li,Chile,1500
Hannya,2913723005,Chun-Li,Chile,1500
Hellhound,1893616377,Chun-Li,Brasil,1500
Andynezz,4259329114,Chun-Li,Chile,1500
MarVin,1292758903,Chun-Li,Brasil,1500
Garudoz,4276543745,Chun-Li,Colombia,1500
Kamisato Ayaya,1777299810,Chun-Li,Brasil,1500
SwaT,1229694324,Chun-Li,Argentina,1500
SakuraLover,3827265807,Chun-Li,Chile,1500
St-Key,1013490242,Chun-Li,Brasil,1500
Zero,2371978450,Chun-Li,Brasil,1500
Mathzera,3851615868,Chun-Li,Brasil,1500
Hesha,2134634257,Chun-Li,Brasil,1500
YellowOrder,2702794163,Chun-Li,Brasil,1500
Parcjval,3693396432,Chun-Li,Brasil,1500
RobertRobson,2068176583,Chun-Li,Brasil,1500
ArakFGC,2594939611,Chun-Li,Brasil,1500
Namayer,1481796984,Chun-Li,Brasil,1500
elizinhapvp,4158301197,Chun-Li,Brasil,1500
Shankovitch,2546056130,Chun-Li,Surinam,1500
Careka,3303867009,Chun-Li,Brasil,1500
Tozurien,1425564654,Kimberly,Brasil,1500
MashingWachine,3016460505,Kimberly,Brasil,1500
Matador de CNB,2044189359,Kimberly,Brasil,1500
Not DN Amari,4007375809,Kimberly,Surinam,1500
God-Mosca,4220385951,Kimberly,Brasil,1500
Jinn Bushin,2197114845,Kimberly,Brasil,1500
Estra,4212595464,Kimberly,Chile,1500
Tatajubacana,2546700215,Kimberly,Brasil,1500
じゅあんぬ,3404014602,Kimberly,Brasil,1500
SrZillig,1444336083,Kimberly,Brasil,1500
PrincesahKira,2766067942,Kimberly,Brasil,1500
.....-..,4113667580,Kimberly,Brasil,1500
Whimsical,1791097873,Kimberly,Brasil,1500
JeanVujanski,3492204569,Aleatorio,Brasil,1500
Zweihander,2331624959,Jamie,Brasil,1500
Silverback,3877526106,Jamie,Venezuela,1500
gfgfelix,4279629216,Jamie,Brasil,1500
ㅤㅤㅤㅤㅤㅤㅤㅤUnReaL,1896452302,Jamie,Chile,1500
ReddragonSXX,3125854089,Jamie,Brasil,1500
ScarletSpider73,3866593523,Jamie,Brasil,1500
Setsuna,1913881630,Jamie,Brasil,1500
Skeitero,1032216168,Jamie,Brasil,1500
Koyohte,3365319366,Jamie,Brasil,1500
DazzlingLion,1882942895,Jamie,Argentina,1500
Afrw,2715243301,Jamie,Brasil,1500
HiguUmehara,3540253634,Jamie,Brasil,1500
Brayan_Job,1488870243,Jamie,Brasil,1500
BruceLitro,3823305021,Jamie,Brasil,1500
Stanislaw,3742003629,Jamie,Brasil,1500
WUS Nitsuga X,3242001147,Jamie,Uruguay,1500
GrandeRajs,3191242773,Jamie,Brasil,1500
strice,2509383656,Jamie,Perú,1500
TwitchEaeBrunex,3689276667,Jamie,Brasil,1500
YellowOrder,2702794163,Jamie,Brasil,1500
POP_POPPY,3403055292,Jamie,Argentina,1500
Demente,2660217964,Jamie,Colombia,1500
Pato,1898481946,Jamie,Brasil,1500
Cribom,4071969830,E. Honda,Brasil,1500
MikeG,1235432976,E. Honda,Colombia,1500
Super Shy,3793228616,E. Honda,Argentina,1500
Hellhound,1893616377,E. Honda,Brasil,1500
FGSLordMiseryBA,1906457072,E. Honda,Brasil,1500
HackerXZX,1927849144,E. Honda,Perú,1500
Vagabundo,1008428092,E. Honda,Argentina,1500
BBB子,4015592973,E. Honda,Argentina,1500
Chavão,2716484716,E. Honda,Brasil,1500
CLSantos,2782091264,E. Honda,Brasil,1500
Egarovano,2970005688,E. Honda,Paraguay,1500
smcruz,3980700223,E. Honda,Brasil,1500
SaltyFighter,1274090848,E. Honda,Brasil,1500
ROCKER,3305056759,E. Honda,Uruguay,1500
GUASOLOCO_EC,1236481877,E. Honda,Ecuador,1500
carambolinha,1354854274,E. Honda,Brasil,1500
YellowOrder,2702794163,E. Honda,Brasil,1500
Patofoxgames2,4047874920,E. Honda,Brasil,1500
tonmyself,3095961310,E. Honda,Brasil,1500
Aislan_KO,2805191528,E. Honda,Brasil,1500
House,3102081595,E. Honda,Brasil,1500
Ersaum,2140800214,E. Honda,Brasil,1500
Jupiter,3798117462,E. Honda,Brasil,1500
Luismasters,2444824247,E. Honda,Venezuela,1500
Guisty,1752231590,Luke,Brasil,1500
DUMBO,2194051768,Luke,Perú,1500
Yusuke,2641728762,Luke,Brasil,1500
Axel,3713977324,Luke,Perú,1500
DingDong,1596915873,Luke,Venezuela,1500
FelpsV_07,3187276903,Luke,Brasil,1500
josehand1,1658215019,Luke,Brasil,1500
BOD_DhunterTV,3586442831,Luke,Chile,1500
I kenny I,3964351092,Luke,Brasil,1500
Fighter Hulk,2909314242,Luke,Brasil,1500
Kamisato Ayaya,1777299810,Luke,Brasil,1500
'BN',2491745824,Luke,Brasil,1500
IGOR,2925916856,Luke,Argentina,1500
HiguUmehara,3540253634,Luke,Brasil,1500
Rexforever,2359895784,Luke,Brasil,1500
RMaia,2270594797,Luke,Brasil,1500
Haloy,2109593216,Luke,Argentina,1500
Zé da Manga,2057736122,Luke,Brasil,1500
WUS Nitsuga X,3242001147,Luke,Uruguay,1500
LeoWilll,3459472722,Luke,Brasil,1500
EFS_Saken,1672325404,Luke,Brasil,1500
TLima_82,4141000867,Luke,Brasil,1500
Basilisk,2058946164,Luke,Brasil,1500
UnderDuck,3332427024,Luke,Chile,1500
Takashi,3112320097,Luke,Brasil,1500
CheerRONIN,2651827349,Luke,Brasil,1500
HwaRyun,3364508229,Luke,Brasil,1500
Hohorosho,1410953871,Luke,Brasil,1500
HFT Souzarc,4028881712,Luke,Brasil,1500
.....-..,4113667580,Luke,Brasil,1500
Maverick,2837451738,Luke,Brasil,1500
cowfaceblackTTV,1840888070,Luke,Brasil,1500
Bad Luck,1929270775,Luke,Brasil,1500
RG|blackgaruda,2318443337,Guile,Perú,1500
Salzinho,1352232920,Guile,Brasil,1500
TaisGostando?,3543396045,Guile,Brasil,1500
goenitz_77,2646100573,Guile,Perú,1500
Matheus,1533978839,Guile,Brasil,1500
Barba Blanka,1104864063,Guile,Brasil,1500
VP2049,3329609951,Guile,Brasil,1500
Terror do INSS,3943166793,Guile,Brasil,1500
Tyck-Bone,3952175161,Guile,Brasil,1500
RashBoxGNT,1129033303,Guile,Brasil,1500
Vergil,1441659199,Guile,Brasil,1500
Ti0zerA,3769898317,Guile,Brasil,1500
mharkinhoz,1761239550,Guile,Brasil,1500
GinO,1918691176,Guile,Chile,1500
KOFFEIRO BURRO,1236214696,Guile,Brasil,1500
PFP_sadsny,2432464158,Guile,Chile,1500
JeanVujanski,3492204569,Guile,Brasil,1500
Joe Luthor,1071274075,Guile,Brasil,1500
YellowOrder,2702794163,Guile,Brasil,1500
ryanp093,2914833815,Guile,Brasil,1500
Xenonn,1864748351,Guile,Brasil,1500
Evil Snake,2213110088,Guile,Brasil,1500
PC Morrendo,2365308914,Guile,Brasil,1500
Ed0Yamamoto,3235728071,Guile,Brasil,1500
Brecio_CG,2046178675,Guile,Brasil,1500
ar-fenix-sde,2435410832,Guile,Argentina,1500
Welington_FGC,4200588622,Guile,Brasil,1500
Macacoso,2981321444,Marisa,Brasil,1500
Kovac,3276589159,Marisa,Brasil,1500
KiMLoKO,3178406568,Marisa,Brasil,1500
Akira,3864691371,Marisa,Brasil,1500
MaddoLukas,2636415835,Marisa,Brasil,1500
GuitarExx,3953929145,Marisa,Brasil,1500
Courtade,3170655029,Marisa,Argentina,1500
Bazzo,1165936791,Marisa,Brasil,1500
Trix Sama,4039823030,Marisa,Chile,1500
Salvatore_pc,1154684827,Marisa,Venezuela,1500
Shiiras,3849431192,Marisa,Brasil,1500
LeandroMDuarte,1605973843,Marisa,Brasil,1500
Order_Select,2704946346,Marisa,Argentina,1500
TigelinhaNoia,3631092466,Marisa,Brasil,1500
Soulindiablo,3805028900,Marisa,Perú,1500
AR | Ronyman,1755097744,Marisa,Chile,1500
PoopMonster,1916549718,Marisa,Paraguay,1500
Zeppelin,3550010075,Marisa,Brasil,1500
jojolherme,2631865063,Marisa,Brasil,1500
RushCuidadoso,3699192465,Marisa,Brasil,1500
Fininho,2990810088,Marisa,Brasil,1500
BRUNO B2,3111609060,Marisa,Brasil,1500
Alquimista,4189351076,Marisa,Chile,1500
rafAw,4116969936,Marisa,Brasil,1500
Liquid,4072559534,Marisa,Uruguay,1500
Hikari,3215463067,Marisa,Brasil,1500
Roodah,3747825242,Marisa,Brasil,1500
goathi,1759319425,Marisa,Brasil,1500
BluThunder,3510694582,Marisa,Brasil,1500
PDR | yorezordd,3005845322,Marisa,Brasil,1500
fofaocarreta,2805216325,Marisa,Brasil,1500
CHURLY,3099947620,Marisa,Argentina,1500
Doufh,3816305094,Marisa,Brasil,1500
Careka,3303867009,Marisa,Brasil,1500
Rauiz,1320197586,Marisa,Brasil,1500
Neolardo,1001698091,Juri,Brasil,1500
higorgeme _\|/_,3547387054,Juri,Brasil,1500
IssoMesmo,3728210050,Juri,Brasil,1500
gamu,2100904780,Juri,Argentina,1500
Super Shy,3793228616,Juri,Argentina,1500
LELEO_SINISTROS,1461212373,Juri,Brasil,1500
Hellhound,1893616377,Juri,Brasil,1500
Buff-Jaiminho,3710349576,Juri,Brasil,1500
Kedo2dgod,1379208080,Juri,Brasil,1500
Beirute,2678313114,Juri,Brasil,1500
Pino_Briza,3514945703,Juri,Brasil,1500
Balthier12,3854850956,Juri,Brasil,1500
Puxa-Frango,3183963833,Juri,Brasil,1500
DarkNessSF,2273292839,Juri,Brasil,1500
Kamisato Ayaya,1777299810,Juri,Brasil,1500
oioiトロゲン,1681181927,Juri,Brasil,1500
LordChoripan,2564020042,Juri,Chile,1500
CFN Enjoyer,2998094416,Juri,Surinam,1500
Erivan,1342540271,Juri,Brasil,1500
Foxy,4265129179,Juri,Brasil,1500
Leafs,2356450659,Juri,Brasil,1500
JC_peace,1028017438,Juri,Argentina,1500
Zé da Manga,2057736122,Juri,Brasil,1500
lordwavvvtron,2032998928,Juri,Brasil,1500
nakagawa_hanako,1742615365,Juri,Brasil,1500
YellowOrder,2702794163,Juri,Brasil,1500
Benyelton,2819860711,Juri,Brasil,1500
Hikari,3215463067,Juri,Brasil,1500
Brazil Airforce,4038429262,Juri,Brasil,1500
Kodak,1730880358,Juri,Brasil,1500
MuJones,1782876582,Juri,Brasil,1500
MrLomito,2970453774,Juri,Chile,1500
Agony,1194114690,Juri,Ecuador,1500
Tasty_cookie,2993664265,Juri,Brasil,1500
XxDeva,3032969307,Juri,Brasil,1500
JulianCR,2532362444,Juri,Colombia,1500
Heaven and hell,2365490293,Juri,Brasil,1500
JulioTheAce,2593685344,Juri,Argentina,1500
YopoH,2644693494,Juri,Chile,1500
.....-..,4113667580,Juri,Brasil,1500
BisnaManz,1375302157,Juri,Brasil,1500
Quinho,1904437642,Blanka,Brasil,1500
Cribom,4071969830,Blanka,Brasil,1500
Demas_SLZ,1535590102,Blanka,Brasil,1500
PaiMestre,1703325295,Blanka,Brasil,1500
Super Shy,3793228616,Blanka,Argentina,1500
NMPziirr,1217303762,Blanka,Chile,1500
FeFFoM,3755257046,Blanka,Brasil,1500
DanBoomerSP,1821688984,Blanka,Brasil,1500
tubaraocl,1796586500,Blanka,Brasil,1500
TigelinhaNoia,3631092466,Blanka,Brasil,1500
xRAIVOSOx,3267569607,Blanka,Brasil,1500
Feshee,2904876747,Blanka,Perú,1500
Rael,2724687481,Blanka,Brasil,1500
JIMMY_BLANKA,3036053938,Blanka,Brasil,1500
vantheman25,1691961359,Blanka,Argentina,1500
Underground,3116428156,Blanka,Brasil,1500
NANDORATAO,3855026277,Blanka,Brasil,1500
Wada wada well,1294068347,Blanka,Brasil,1500
Careka,3303867009,Blanka,Brasil,1500
Hoppus,2832479318,Blanka,Brasil,1500
Giogio,2256172737,Rashid,Argentina,1500
Buff-Jaiminho,3710349576,Rashid,Brasil,1500
Ralessfgc,2441652806,Rashid,Venezuela,1500
Footsies Man,2974758992,Rashid,Guyana,1500
ちび丸ちゃん,1881201907,Rashid,Brasil,1500
Banyanx,1931183406,Rashid,Brasil,1500
goodNightz,2997400911,Rashid,Brasil,1500
AshenTorch,2014565685,Rashid,Brasil,1500
Lezzherah,1233538614,Rashid,Brasil,1500
Yuri on Ice,2519328894,Rashid,Brasil,1500
Taka209876,2247361848,Rashid,Brasil,1500
GabsK,3053078749,Rashid,Brasil,1500
GabsK,3053078749,Rashid,Brasil,1500
ReachMon,1550529683,Rashid,Argentina,1500
Ashura-Style,3127220537,Rashid,Brasil,1500
Gomez,2804673300,Rashid,Brasil,1500
DonRuanzato,3970666873,A.K.I.,Brasil,1500
OTL_XyP,2740890960,A.K.I.,Chile,1500
Olhos De Gato,3013825616,A.K.I.,Brasil,1500
FGSLordMiseryBA,1906457072,A.K.I.,Brasil,1500
Kyllo98,3229534091,A.K.I.,Brasil,1500
Pujante Lutador,1798309607,A.K.I.,Brasil,1500
Sait,1824036126,A.K.I.,Chile,1500
ShiroiDragon,2092716360,A.K.I.,Brasil,1500
GinO,1918691176,A.K.I.,Chile,1500
PyNe,4283751993,A.K.I.,Brasil,1500
nakagawa_hanako,1742615365,A.K.I.,Brasil,1500
Lucas Allvin,1025477100,A.K.I.,Brasil,1500
Beirute,2678313114,Lily,Brasil,1500
cachorro ¾,3162422402,Lily,Brasil,1500
Marcos_Bidim,1691382250,Lily,Brasil,1500
LordRain667,3908850734,Lily,Brasil,1500
Lingiard,1131627175,Lily,Brasil,1500
The Seeker,3419123187,Lily,Brasil,1500
JeanVujanski,3492204569,Lily,Brasil,1500
OKeyBlade,2112959272,Lily,Brasil,1500
Vórtice,3838147177,Lily,Brasil,1500
,3032785577,Lily,Brasil,1500
RebelliousMonk,1559640191,Lily,Brasil,1500
NeoJared,1814972076,Dee Jay,Ecuador,1500
NashCervantes,3562520608,Dee Jay,Brasil,1500
Gustacio,1898803763,Dee Jay,Brasil,1500
EDERGUI,1129087297,Dee Jay,Brasil,1500
Darknuus,2354972960,Dee Jay,Brasil,1500
ごまご９９,2433898139,Dee Jay,Brasil,1500
Haise,2444412031,Dee Jay,Chile,1500
DFMroxpapeluchi,2531204534,Dee Jay,Chile,1500
Kermit,1283220397,Dee Jay,Brasil,1500
Ti0zerA,3769898317,Dee Jay,Brasil,1500
Cotta,3580106440,Dee Jay,Brasil,1500
MrMoGSz,3801286435,Dee Jay,Brasil,1500
Dontini,2821944881,Dee Jay,Brasil,1500
Selmo,3356146496,Dee Jay,Brasil,1500
ClubedoCombo,1563883514,Dee Jay,Brasil,1500
Darkslayer85,3893101338,Dee Jay,Brasil,1500
Sneiru,4178531576,Dee Jay,Chile,1500
DarkSkull,2344557675,Dee Jay,Brasil,1500
Tsudaz,4130724061,Dee Jay,Brasil,1500
Luizito212,2169701561,Dee Jay,Brasil,1500
SuricatoJaspion,3606059002,Dee Jay,Brasil,1500
TwitchEaeBrunex,3689276667,Dee Jay,Brasil,1500
Underground,3116428156,Dee Jay,Brasil,1500
Kingsbd,3681031759,Dee Jay,Colombia,1500
NoggetGump,1141629086,Dee Jay,Brasil,1500
Tomahawk,3442726338,Dee Jay,Brasil,1500
Kimboll,2784809291,Dee Jay,Argentina,1500
Xandão D Moraes,2465063545,Dee Jay,Brasil,1500
Le@ndro,1431931286,Dee Jay,Brasil,1500
美樂999,1703060174,Dee Jay,Argentina,1500
ReCualquiera xD,4104494896,Dee Jay,Paraguay,1500
MINEIREX,4188615749,Dee Jay,Brasil,1500
RobertoPB,3131452655,Dee Jay,Brasil,1500
CastelBR,3804364692,Ken,Brasil,1500
Cribom,4071969830,Ken,Brasil,1500
Chaol,3499065443,Ken,Brasil,1500
Tengu_Tom,3124025436,Ken,Brasil,1500
Le-moon,3982046747,Ken,Brasil,1500
KiMLoKO,3178406568,Ken,Brasil,1500
Akira,3864691371,Ken,Brasil,1500
Leptospirose,4030394865,Ken,Brasil,1500
Teodoro,2479399654,Ken,Brasil,1500
MrSantanaRJ,2658528342,Ken,Brasil,1500
ReddragonSXX,3125854089,Ken,Brasil,1500
ScarletSpider73,3866593523,Ken,Brasil,1500
IlIlII,1450628411,Ken,Brasil,1500
EternoNinja,3584635253,Ken,Brasil,1500
sccris,1508813856,Ken,Brasil,1500
KrustyS,1266701640,Ken,Colombia,1500
Cangaceiro-HW,4269611071,Ken,Brasil,1500
Diego Umejuarez,1016643020,Ken,Chile,1500
me ken man,3109175975,Ken,Brasil,1500
Fighter Hulk,2909314242,Ken,Brasil,1500
-Dek,1363395304,Ken,Brasil,1500
nozarashiumk3,1454431829,Ken,Argentina,1500
royzim,3737888757,Ken,Brasil,1500
Vulgarcito,1020539646,Ken,Colombia,1500
Benjamim,2022235616,Ken,Brasil,1500
oneightytwo,1707819269,Ken,Brasil,1500
puipuiboy,3037692503,Ken,Brasil,1500
DuckDark,3090261794,Ken,Brasil,1500
lulasenpai,2068580159,Ken,Brasil,1500
MateusPotterX,2506510883,Ken,Brasil,1500
Sekiro1k,2801647242,Ken,Venezuela,1500
TTV/BomBerMixX,2073649405,Ken,Brasil,1500
JIN7,3499148356,Ken,Argentina,1500
RMaia,2270594797,Ken,Brasil,1500
Zé da Manga,2057736122,Ken,Brasil,1500
JeanVujanski,3492204569,Ken,Brasil,1500
Ivo21,3638463612,Ken,Argentina,1500
zxcvbvb,2665107779,Ken,Brasil,1500
Peiper,2018757198,Ken,Chile,1500
LordDiosSimp,4250666516,Ken,Ecuador,1500
Liquid,4072559534,Ken,Uruguay,1500
ZynnfernusFGC,4147608391,Ken,Brasil,1500
ArturSPX,2068037417,Ken,Brasil,1500
Reinta,1321151229,Ken,Argentina,1500
Piponso,2002910962,Ken,Chile,1500
PC Morrendo,2365308914,Ken,Brasil,1500
Takashi,3112320097,Ken,Brasil,1500
FA|Papu,3712107674,Ken,Argentina,1500
DanielBR,2136230908,Ken,Brasil,1500
aafneto,2845504229,Ken,Brasil,1500
Kuight,3176006702,Ken,Brasil,1500
Hero,2912216914,Ken,Brasil,1500
Ablock,2040724848,Ken,Brasil,1500
Queiroz093,2082968381,Ken,Brasil,1500
.....-..,4113667580,Ken,Brasil,1500
Pedrox,3076299169,Ken,Brasil,1500
Juguecomoelpico,3873464905,Ken,Chile,1500
CRIZthaKING,2109460687,Ken,Chile,1500
cowfaceblackTTV,1840888070,Ken,Brasil,1500
RG|blackgaruda,2318443337,Ryu,Perú,1500
TaisGostando?,3543396045,Ryu,Brasil,1500
Battlin_DB,3333973832,Ryu,Chile,1500
Bens,4093633928,Ryu,Chile,1500
MuriloSmoke,1137042071,Ryu,Brasil,1500
VerdadeiroAkuma,1883014038,Ryu,Brasil,1500
LieutenantBR1,1356426480,Ryu,Brasil,1500
Haise,2444412031,Ryu,Chile,1500
sumiiji,2366449610,Ryu,Brasil,1500
Hellhound,1893616377,Ryu,Brasil,1500
Hawken,1844024316,Ryu,Brasil,1500
Lucena,2455467963,Ryu,Venezuela,1500
Setsuna,1913881630,Ryu,Brasil,1500
ちび丸ちゃん,1881201907,Ryu,Brasil,1500
MoMo,1393510973,Ryu,Brasil,1500
nozarashiumk3,1454431829,Ryu,Argentina,1500
sabonete,3321922742,Ryu,Brasil,1500
AyudameLoco,2121380448,Ryu,Argentina,1500
DarkZomb1e,2381603012,Ryu,Brasil,1500
SwaT,1229694324,Ryu,Argentina,1500
GinO,1918691176,Ryu,Chile,1500
zerocoolsemPC,3432965788,Ryu,Brasil,1500
Lingiard,1131627175,Ryu,Brasil,1500
DopierMedal020,3645456083,Ryu,Chile,1500
RMaia,2270594797,Ryu,Brasil,1500
Zé da Manga,2057736122,Ryu,Brasil,1500
Asaelito,1658052440,Ryu,Argentina,1500
DrStreetsPHD,1844743197,Ryu,Brasil,1500
YellowOrder,2702794163,Ryu,Brasil,1500
Papadok,2824323467,Ryu,Brasil,1500
Leomaximos-PC,1319074339,Ryu,Brasil,1500
Linx,4042965460,Ryu,Chile,1500
オリビエラ,2482877444,Ryu,Brasil,1500
Aislan_KO,2805191528,Ryu,Brasil,1500
Rod_Lendia,2770721571,Ryu,Brasil,1500
JulioTheAce,2593685344,Ryu,Argentina,1500
.....-..,4113667580,Ryu,Brasil,1500
Careka,3303867009,Ryu,Brasil,1500
HighlanderCL,2639155064,Ryu,Chile,1500
Shankovitch,2546056130,Cammy,Surinam,1499
VinhasFGC,1940524795,JP,Brasil,1499
Inamura,2486131912,Kimberly,Brasil,1499
LeoPlay,2198497370,Kimberly,Brasil,1499
Edalferes,3025272375,E. Honda,Brasil,1499
Torresminho0,3861216516,E. Honda,Brasil,1499
TheNarratorX,1920459066,Marisa,Chile,1499
Sorrizo Ronaldo,1426882614,Rashid,Brasil,1499
Winter,4125616529,A.K.I.,Brasil,1499
FalkeVaiTeMatar,1394920818,Lily,Brasil,1499
Bazevedo,3092044360,Ken,Brasil,1499
Maxi07,3728452428,Ken,Argentina,1499
Jack,2629465638,Ken,Brasil,1499
TheVillania,1930559098,Zangief,Brasil,1498
JeanVujanski,3492204569,Manon,Brasil,1498
KingLucky,2167614933,Chun-Li,Chile,1498
mtmseidy,2183225868,Chun-Li,Brasil,1498
Yuken,2189875911,Jamie,Brasil,1498
elendil4321,1738837203,E. Honda,Brasil,1498
Dilsinfernandes,3644312705,E. Honda,Brasil,1498
Blackbas,2153199319,Guile,Chile,1498
Asian^Man,1079467892,Marisa,Perú,1498
nadal,1071461281,Juri,Brasil,1498
HNK-Fangona,1033368436,Juri,Brasil,1498
balaxxx,2947697992,Blanka,Chile,1498
Shishiw,1748981134,Rashid,Brasil,1498
KamikzeVini,3055405227,Ken,Brasil,1498
i love shotos,3258723274,Ken,Ecuador,1498
LF|GHOST-KILLER,1211421571,Ken,Brasil,1498
lulasenpai,2068580159,Ryu,Brasil,1498
Welington_FGC,4200588622,Ryu,Brasil,1498
Pain_,1735219406,JP,Brasil,1497
dudiley,4250866711,JP,Brasil,1497
Nane_OROCHIMARU,3318692898,Zangief,Brasil,1497
DaniloPontes,1323215321,Zangief,Brasil,1497
Nishie,3259232626,Chun-Li,Brasil,1497
LFGanho1Perco30,3030789632,Marisa,Brasil,1497
ttv/PiccoloFGC,3006115057,Juri,Brasil,1497
Leox142,4012268201,Blanka,Brasil,1497
Vipergang,1151518855,Ryu,Brasil,1497
TODE,1355980893,JP,Argentina,1496
ES QUEYO ENEL5,1918470641,JP,Chile,1496
cowfaceblackTTV,1840888070,JP,Brasil,1496
