jugador,cfn_id,personaje,pais,mr
Lingiard,1131627175,Manon,Brasil,1496
Loko,2176691644,E. Honda,Argentina,1496
ElPichulaDeToro,3948433637,E. Honda,Chile,1496
Joaocampai,2873301129,E. Honda,Brasil,1496
O Escolhido,2250402439,Luke,Brasil,1496
Xandy,4093958938,Guile,Brasil,1496
MCRJ1982,4032495906,Guile,Brasil,1496
MichelW,3100132872,Marisa,Brasil,1496
Hunter,3508961057,Marisa,Brasil,1496
VerdadeiroAkuma,1883014038,Blanka,Brasil,1496
AR | Ronyman,1755097744,Dee Jay,Chile,1496
Angelkyo,2385601726,Dee Jay,Brasil,1496
Alex Ortiz,1596833020,Ken,Colombia,1496
Raposa,2110442238,Ken,Brasil,1496
Ferretti,2559712032,Ken,Brasil,1496
kospc,1729585528,Ken,Brasil,1496
BLK|Mega,2818203604,Ryu,Chile,1496
Sugar Ray Ruani,1542828188,JP,Brasil,1495
210_cl,2849142465,JP,Chile,1495
BLK | KENSHIRO,1452613306,JP,Chile,1495
Galo,2457709137,JP,Brasil,1495
Salzinho,1352232920,Zangief,Brasil,1495
Astaroth,3412649749,Manon,Brasil,1495
mayoness,3137083997,Manon,Brasil,1495
Elávamosnós,3646245890,Chun-Li,Brasil,1495
GnomoErnesto,1761003936,Chun-Li,Brasil,1495
FoxManBR,1566173969,Chun-Li,Brasil,1495
Vithar,3391128997,Chun-Li,Argentina,1495
Kuranes,3990214550,Chun-Li,Brasil,1495
Joel,4139662805,Kimberly,Perú,1495
Ativanelson,4025035131,Jamie,Brasil,1495
TheSneider,4115856155,E. Honda,Brasil,1495
James,3680099031,E. Honda,Brasil,1495
SkadiTTV,1523124634,E. Honda,Brasil,1495
Klebinho,4131319181,E. Honda,Brasil,1495
ThePendragonBR,1693847953,Luke,Brasil,1495
Patelana,2268624580,Luke,Chile,1495
PaiMestre,1703325295,Guile,Brasil,1495
ar-fenix,2816516518,Guile,Argentina,1495
CptCoconut,2013343346,Dee Jay,Brasil,1495
ZoRoZ,1009120536,Dee Jay,Brasil,1495
BP_Danielle,2375366926,Ken,Brasil,1495
Demonfoxll,3128199385,Ryu,Brasil,1495
Dasbey,1760206742,Dhalsim,Chile,1494
Power_Naps,3248372533,JP,Argentina,1494
Dannink,2829550576,JP,Ecuador,1494
Erick-SP,3047290625,JP,Brasil,1494
Flarea,3928998530,Zangief,Brasil,1494
Don_Doutrinador,1566970107,Manon,Brasil,1494
Koyuki,2200060402,Chun-Li,Brasil,1494
PaiMestre,1703325295,Kimberly,Brasil,1494
TRIX,4178337834,Kimberly,Brasil,1494
NumeroDez,2071117072,Jamie,Brasil,1494
Shin Gordouken,3454432350,E. Honda,Argentina,1494
BlueForever,1991116847,Guile,Perú,1494
Spolb,1420127070,Marisa,Chile,1494
KuroDFox,1348806030,Juri,Brasil,1494
RG|blackgaruda,2318443337,Blanka,Perú,1494
Ricardofazevedo,2475920136,Blanka,Brasil,1494
Agri0,3561335340,Blanka,Chile,1494
Akira,3864691371,Rashid,Brasil,1494
fominhadimsdale,2702403504,Dee Jay,Brasil,1494
SNinja,3564653690,Dee Jay,Brasil,1494
Flarea,3928998530,Ken,Brasil,1494
BLK|Mega,2818203604,Ken,Chile,1494
Tomahawk,3442726338,Ken,Brasil,1494
Sgabriel9,3858638230,Ken,Argentina,1494
n2k ganjaman,1847647509,Ryu,Brasil,1494
Sonic,3672000899,Ryu,Argentina,1494
kanagato,2471390089,Manon,Chile,1493
Shalom,1814702011,Manon,Brasil,1493
Akira,3864691371,Jamie,Brasil,1493
KenMendigo,1192732277,Jamie,Brasil,1493
kClauber,2286998788,E. Honda,Brasil,1493
German_Werleck,2952699937,Marisa,Brasil,1493
Comboman70,2479168014,Marisa,Brasil,1493
Meliodas,2059390395,Marisa,Brasil,1493
Ojamanjoume,3050167892,Dee Jay,Brasil,1493
Berilo,2177989784,Ryu,Brasil,1493
Berilo,2177989784,Ryu,Brasil,1493
HumaN,3936749550,Ryu,Chile,1493
FKang,4087474142,Ryu,Brasil,1493
Kiragana,2137534963,Cammy,Brasil,1492
ArturSPX,2068037417,Cammy,Brasil,1492
JacintoGod420,2604809135,JP,Chile,1492
Layonnel,1013674233,JP,Perú,1492
FeFFoM,3755257046,Manon,Brasil,1492
Kushu-yam,3380693696,Chun-Li,Brasil,1492
Lukzban,1109062522,Jamie,Brasil,1492
Quinho,1904437642,E. Honda,Brasil,1492
ZS-Psycho,4277553996,E. Honda,Brasil,1492
Yunsan,2510981945,Luke,Brasil,1492
Cadu_PES,2173961479,Luke,Brasil,1492
Lobooso,2538285359,Luke,Brasil,1492
Chris Hanson,2522908452,Guile,Brasil,1492
Yuusha,2400393917,Juri,Brasil,1492
AlexWal_,4129776622,Juri,Brasil,1492
Jagaaan,2037320398,Juri,Brasil,1492
Jummy,3540734440,Rashid,Brasil,1492
NXG_Voltran_PC,1716692551,Dee Jay,Brasil,1492
Winter,4125616529,Dee Jay,Brasil,1492
Tatsunojutso,1704569966,Ken,Brasil,1492
LF | Tobal,2459983018,Ken,Chile,1492
Kleber_Ninomiya,1371825546,Ken,Brasil,1492
Skeet,2394694776,Ryu,Chile,1492
waguin,2009217707,Ryu,Brasil,1492
Hayabusa,4213876778,Ryu,Brasil,1492
TaKeSi,1525166833,Cammy,Brasil,1491
Nameless,1010953562,Jamie,Brasil,1491
Cogumerlim,1209627834,E. Honda,Brasil,1491
History,2024335397,Marisa,Brasil,1491
DiPassagi,2539504147,Juri,Brasil,1491
Djegov,4272886231,Juri,Brasil,1491
JParived,3825052274,Blanka,Chile,1491
DougInteressant,3856172187,Dee Jay,Brasil,1491
Rael,2724687481,Dee Jay,Brasil,1491
PDR | yorezordd,3005845322,Dee Jay,Brasil,1491
Frozen,3541138314,Ken,Argentina,1491
metti,2460566198,Ken,Argentina,1491
Mephisto,3727432784,Cammy,Brasil,1490
Xanreed,2296874069,Cammy,Perú,1490
Flamma_Beast,1336262833,Dhalsim,Brasil,1490
DigJoyGodoy,3009178692,JP,Brasil,1490
CarrascoThrash,1754178935,Zangief,Brasil,1490
Bens,4093633928,Kimberly,Chile,1490
Egarovano,2970005688,Luke,Paraguay,1490
lulasenpai,2068580159,Luke,Brasil,1490
Matuto,3030052527,Luke,Brasil,1490
FeFFoM,3755257046,Marisa,Brasil,1490
Brandon IQQ,4220164395,Marisa,Chile,1490
Comitê Orotem,4047117279,Lily,Brasil,1490
TLima_82,4141000867,Ken,Brasil,1490
GatoMakonha,3443567261,Ken,Brasil,1490
Gomes92_,3808076796,Cammy,Brasil,1489
PGT | Harvey,3180301402,Cammy,Chile,1489
JAVOKEN,2595011206,JP,Ecuador,1489
Rafael Anao,3063299652,JP,Brasil,1489
LEANDROSO,1967689917,Zangief,Brasil,1489
MarvelKof,3349500395,Kimberly,Argentina,1489
MarvelKof,3349500395,Kimberly,Argentina,1489
PekoraTeAmo,1417319009,Jamie,Chile,1489
MichelW,3100132872,Luke,Brasil,1489
XxDeva,3032969307,Luke,Brasil,1489
Kyoto,2988966782,Marisa,Brasil,1489
Daijoubu,3264653416,Juri,Chile,1489
bfzoom,1088468277,Rashid,Colombia,1489
tonmyself,3095961310,Dee Jay,Brasil,1489
DaviBS,3555367285,Dee Jay,Brasil,1489
feeliperenan,3612854825,Ken,Brasil,1489
cristianolima1,3182245078,JP,Brasil,1488
Fehres,2656011801,JP,Brasil,1488
Vini500g,4028400861,E. Honda,Brasil,1488
Jinn,3574485118,Luke,Brasil,1488
VanDamme,1375370086,Marisa,Brasil,1488
Hannya,2913723005,Juri,Chile,1488
FGSLordMiseryBA,1906457072,Juri,Brasil,1488
BeffenM,3129266000,Juri,Chile,1488
HiguUmehara,3540253634,Juri,Brasil,1488
Giusep_Cadura,2097287220,Juri,Brasil,1488
Jorkakashi,3393619579,Blanka,Brasil,1488
nive,1336395113,Rashid,Brasil,1488
SolidAlonso23,2217971784,Rashid,Chile,1488
Zetssu,2878882911,Ken,Brasil,1488
Lobooso,2538285359,Ken,Brasil,1488
RAFA SKATE,2315157423,Ken,Brasil,1488
Milomiloc,1184538949,Ryu,Brasil,1488
RyuHoshi,1838666875,Cammy,Brasil,1487
SaitaFGC,3039675968,JP,Brasil,1487
TiloSkill,3097577949,JP,Perú,1487
manigoido13,2183949206,Manon,Ecuador,1487
Jeffin,1757845762,Luke,Brasil,1487
Pixa-in,2696071468,Marisa,Brasil,1487
Aoshi,2387903726,Marisa,Brasil,1487
NFMS ReNs,3429415163,Dee Jay,Chile,1487
MichelW,3100132872,Ken,Brasil,1487
Tatajubacana,2546700215,Ken,Brasil,1487
MoksiTjauwmin,1423617340,Ryu,Surinam,1487
Super Din,1711960546,Ryu,Brasil,1487
NeoJared,1814972076,JP,Ecuador,1486
DUPLEX,3852375364,JP,Brasil,1486
Golden,1044005333,Chun-Li,Brasil,1486
VIS.MrDola,1717427161,Kimberly,Brasil,1486
VinnyPunx',1915890660,Kimberly,Brasil,1486
Piu-Rj,1999901151,Kimberly,Brasil,1486
Nil-Narrador,1660094456,E. Honda,Brasil,1486
SakuraLover,3827265807,Luke,Chile,1486
ErudonBR-PC,3185754799,Marisa,Brasil,1486
Dangerously,2584048881,Juri,Brasil,1486
Marques,4187374551,Dee Jay,Brasil,1486
TLima_82,4141000867,Dee Jay,Brasil,1486
Vegasz,3412190209,Cammy,Brasil,1485
Plaxcaster,1629562012,JP,Brasil,1485
kanagato,2471390089,Zangief,Chile,1485
Aeroezz,4087097645,Kimberly,Brasil,1485
MarcioXxBauruBR,1244324197,Kimberly,Brasil,1485
TgkSama,2889270832,Jamie,Brasil,1485
golden_boy,3035779156,Jamie,Brasil,1485
Lukzban,1109062522,Jamie,Brasil,1485
mtmago_,2694468861,Luke,Brasil,1485
Chango X,2166466393,Luke,Chile,1485
Greasy Feet,2015721062,Luke,Brasil,1485
Chuletaperu,3004302305,Marisa,Perú,1485
Draconiel,3637190249,Blanka,Brasil,1485
goticlolita,2608597332,A.K.I.,Brasil,1485
Sander2023_KBR,3640990610,Lily,Brasil,1485
Shadow,2774128346,Dee Jay,Brasil,1485
oneightytwo,1707819269,Dee Jay,Brasil,1485
asugano,2324369734,Dee Jay,Brasil,1485
Zero_Maxpower,2319217739,Ken,Argentina,1485
PDR | yorezordd,3005845322,Ken,Brasil,1485
Giogio,2256172737,Cammy,Argentina,1484
GenkiTaco,3741952398,Cammy,Chile,1484
Kionison,2364800558,JP,Brasil,1484
Kovac,3276589159,JP,Brasil,1484
Juiceman,3550154736,Manon,Guyana,1484
MaxISmy_homi_S2,3192806638,Manon,Brasil,1484
Wongzilla,2293348199,Jamie,Colombia,1484
AlanDraz,3865881776,E. Honda,Brasil,1484
SwaT,1229694324,Luke,Argentina,1484
Felagameplay,2569393762,Luke,Brasil,1484
VANDAO SOUSA,2203955593,Guile,Brasil,1484
The Seeker,3419123187,Juri,Brasil,1484
gutow,1635457122,Juri,Brasil,1484
Yggdrasil16,2650179860,Blanka,Chile,1484
EDERGUI,1129087297,Rashid,Brasil,1484
Kaizo,3089818472,A.K.I.,Chile,1484
PekoraTeAmo,1417319009,Lily,Chile,1484
GuilhermeStorM,1723227781,Ryu,Brasil,1484
Digitalife,3330808807,Cammy,Brasil,1483
Toshi????,2167768556,Manon,Guyana,1483
団塊だよ,1506463953,Chun-Li,Brasil,1483
TaKeSi,1525166833,Jamie,Brasil,1483
ViSaboia,1324567676,E. Honda,Brasil,1483
BetoDiTrento,2169656410,E. Honda,Brasil,1483
Guiomb,3071765474,E. Honda,Brasil,1483
Shanks,4104026881,Guile,Chile,1483
Dannink,2829550576,Rashid,Ecuador,1483
Faladomi,3937035953,Rashid,Perú,1483
kanagato,2471390089,Dee Jay,Chile,1483
BOD_DhunterTV,3586442831,Ken,Chile,1483
Felipens,1707351049,Ken,Brasil,1483
vito,1699596008,Ken,Brasil,1483
TheGlimMaster,3814550524,Ken,Brasil,1483
Prefiro MK,2749135493,JP,Brasil,1482
Brisola,2753571125,JP,Brasil,1482
flaccidpancak3,2291665929,Zangief,Perú,1482
Hideo360,1644845689,Zangief,Brasil,1482
elkuruta,2856304291,Manon,Chile,1482
Chun li,3529682806,Chun-Li,Brasil,1482
Zé da Manga,2057736122,E. Honda,Brasil,1482
JeffHunter,3877779156,Luke,Brasil,1482
panicBRUTALITY,4163078250,Luke,Chile,1482
tuliomamute,3593935598,Luke,Brasil,1482
Lukitu,1643975137,Luke,Brasil,1482
MisterMyxir,1090435524,Marisa,Chile,1482
Demotion4l,2176422649,Juri,Chile,1482
Kuroro/sfce,2347427030,Blanka,Chile,1482
Febo_Abel,4291947079,Ryu,Argentina,1482
Mememe,3966598880,Ryu,Brasil,1482
SnakeJr,1223643326,Ryu,Brasil,1482
eMiTiVi,3369817484,Cammy,Brasil,1481
Tobs,4142557197,JP,Argentina,1481
Pafamon,4185080778,JP,Brasil,1481
Kael,4246475734,Manon,Brasil,1481
mansi.peko,1518759010,Kimberly,Chile,1481
Edrussi,1870249441,Kimberly,Brasil,1481
Cabusta9,3422672718,Jamie,Colombia,1481
Lauyagami,3510908156,E. Honda,Brasil,1481
LordBrolly,2996533676,Luke,Brasil,1481
AmericanOp,1379819130,Luke,Brasil,1481
BLK | Padgaro,1234566403,Guile,Chile,1481
DarkZomb1e,2381603012,Guile,Brasil,1481
StormRider,3965996044,Marisa,Brasil,1481
PorfirioAybar,2480408153,Marisa,Perú,1481
lu@nKL7,3046105602,Juri,Brasil,1481
Ledorock,2201953687,Blanka,Brasil,1481
Penisvaldo,2197260513,Blanka,Brasil,1481
ElFutcher,2411304329,Ken,Argentina,1481
goenitz_77,2646100573,Ryu,Perú,1481
Walk Back 6,2085202606,Cammy,Brasil,1480
Thiago Souza,4086071355,JP,Brasil,1480
FranCaps,1373569183,Manon,Argentina,1480
eduedude,1527952522,Chun-Li,Brasil,1480
Diademajin,2271904979,Chun-Li,Brasil,1480
SangueFrio,2378586720,Chun-Li,Brasil,1480
Yukio,3276992083,Kimberly,Brasil,1480
just meija,2403541606,E. Honda,Brasil,1480
Lexas182,2355214181,Marisa,Chile,1480
Joyboy,2796048348,Marisa,Brasil,1480
ILLUMINATI,3870237037,Juri,Brasil,1480
vantheman25,1691961359,Rashid,Argentina,1480
Freitag,3283786415,Cammy,Brasil,1479
NFMS ReNs,3429415163,Dhalsim,Chile,1479
Detoneichon,3835020746,Dhalsim,Chile,1479
Dee_Kof,1961217874,JP,Brasil,1479
Kyll.,4142840135,JP,Brasil,1479
ELEJB,3916865648,JP,Brasil,1479
Luigi,2474636631,Kimberly,Venezuela,1479
Nfms_ronald,3113217177,Kimberly,Chile,1479
IGÃO DK,2279887171,E. Honda,Brasil,1479
LukEdge,3359734617,E. Honda,Brasil,1479
Blackbas,2153199319,Luke,Chile,1479
Pipepraaaa,1682980095,Luke,Chile,1479
Muriçoca,3875906184,Blanka,Brasil,1479
NAVEMAN,2675008273,Dee Jay,Ecuador,1479
Midna,4009115206,Ken,Brasil,1479
nadilsonsantana,1223097843,Ryu,Brasil,1479
Brainiac,3148124277,JP,Brasil,1478
BR.KO_TENZEN,3071489940,Zangief,Brasil,1478
Radima,1941777673,Chun-Li,Brasil,1478
C R T N,3260501088,Jamie,Brasil,1478
EdhardmanCG,3968426515,E. Honda,Brasil,1478
DarkZomb1e,2381603012,Marisa,Brasil,1478
BLACKJUNGLE,2375892204,Blanka,Colombia,1478
Yoho02,1855115145,A.K.I.,Brasil,1478
Himura,3598711621,Dee Jay,Argentina,1478
Dante y Dinos,1693973567,Dee Jay,Paraguay,1478
notspan,2953272129,Dee Jay,Brasil,1478
MeliodasBr,1672740174,Ken,Brasil,1478
SoulPlayerZ,3757464647,Ken,Brasil,1478
SanBan,1530650203,Ken,Paraguay,1478
alienSandro,1689757526,Ken,Brasil,1478
5 e 6 eh RANDOM,2306988208,Ken,Brasil,1478
ttv/PiccoloFGC,3006115057,Ryu,Brasil,1478
felpzera,1200277251,Ryu,Brasil,1478
Seuku Myama,1111205411,Ryu,Brasil,1478
SoulPlayerZ,3757464647,Cammy,Brasil,1477
RindokanKarate,2734135242,Cammy,Brasil,1477
Armcz,2478443482,Cammy,Brasil,1477
MadaraUchiha040,2284448028,Manon,Brasil,1477
Satans Lil Yam,1287217479,Kimberly,Brasil,1477
Narancia,4222095866,Kimberly,Chile,1477
NeoJared,1814972076,Jamie,Ecuador,1477
twitch_xiaofgc,1887534257,Jamie,Brasil,1477
godisbelow,3382787701,Luke,Argentina,1477
FGSLordMiseryBA,1906457072,Luke,Brasil,1477
ELEJB,3916865648,Luke,Brasil,1477
Mokun28,3506471671,Juri,Venezuela,1477
Skynessito,2936714259,Rashid,Argentina,1477
SDX Yash,4230454266,Rashid,Chile,1477
TaKeSi,1525166833,Rashid,Brasil,1477
Pejota Nousagi,3931117823,Dee Jay,Brasil,1477
Franryu85,3786337599,Ryu,Venezuela,1477
feliperenan,1149463106,Cammy,Brasil,1476
Febo_Abel,4291947079,Zangief,Argentina,1476
KuroDFox,1348806030,Chun-Li,Brasil,1476
Mad Reis,3883855246,Chun-Li,Brasil,1476
Molzapart,2504865612,Kimberly,Brasil,1476
Love Show,2582888275,Jamie,Brasil,1476
Descolado,4095180971,Luke,Brasil,1476
Yagosbk,2415213744,Marisa,Brasil,1476
Zé da Manga,2057736122,Marisa,Brasil,1476
NERFADO,3592111113,Blanka,Brasil,1476
Samukof,1590441484,Lily,Brasil,1476
Garodam,3963318433,Lily,Chile,1476
LukeJay,3110557712,Dee Jay,Argentina,1476
BORO,2801169238,Ken,Argentina,1476
Junior Yagami,3648398967,Cammy,Brasil,1475
iKyore,4261489327,Cammy,Argentina,1475
pelaoCL,3268072229,Dhalsim,Chile,1475
VerdugoYor,2044711135,JP,Chile,1475
Kazooie,2027883251,Zangief,Brasil,1475
Trajano,1403785916,Manon,Brasil,1475
Burn in Noise,2031866555,Kimberly,Brasil,1475
12doze,3031958288,Jamie,Brasil,1475
Sotobello,1359354601,Jamie,Brasil,1475
RezardV,2693469934,E. Honda,Chile,1475
SebaKeil,1469188090,Luke,Argentina,1475
Guile_NJ,2995012060,Guile,Brasil,1475
TTV/Theriann,3436152848,Juri,Colombia,1475
Krosty Deem,3688956028,Blanka,Chile,1475
Takashi,3112320097,Blanka,Brasil,1475
Wslayerbr,3149949608,Ken,Brasil,1475
Bankai,3687879729,Ken,Brasil,1475
Ripperino,3809652885,Ken,Chile,1475
Piva,1361849050,Ken,Brasil,1475
Ruroun1_,2328377207,Ken,Brasil,1475
OHomemMacaco0,3199574401,JP,Brasil,1474
Lankyness,2473773629,JP,Brasil,1474
SeventhStranger,3888858226,Kimberly,Brasil,1474
_Spartacus_,3014132256,Kimberly,Brasil,1474
Maranabuki,1339447110,E. Honda,Brasil,1474
RT_GabiMerlin,2436916782,Luke,Brasil,1474
ar-fenix,2816516518,Luke,Argentina,1474
ROBKOF,1722122159,Luke,Brasil,1474
O ÀS DA FORCA,2175192214,Guile,Brasil,1474
Febo_Abel,4291947079,Guile,Argentina,1474
Avass,2956105218,Guile,Brasil,1474
Vórtice,3838147177,Rashid,Brasil,1474
notdaigo,3573053686,Dee Jay,Brasil,1474
HenryPretoX2,3882285880,Ken,Brasil,1474
JOE_OROCHI,1537846268,JP,Brasil,1473
Kevinho_USB,2720285199,JP,Brasil,1473
Scythe,2847949724,JP,Colombia,1473
Led_,1565753050,Chun-Li,Brasil,1473
Pakolino,1767671081,Kimberly,Brasil,1473
CH|Blur,4079082974,Kimberly,Argentina,1473
Zenitsu,3068988034,E. Honda,Brasil,1473
NeoJared,1814972076,Luke,Ecuador,1473
Armcz,2478443482,Luke,Brasil,1473
ペコリーノ,2242333907,Guile,Venezuela,1473
#Facão Cego#,1672682265,Guile,Brasil,1473
Shuris,2985898313,Guile,Brasil,1473
ChicoTintureiro,2748453358,Marisa,Brasil,1473
Toni,2362971166,Marisa,Brasil,1473
HDG_Akuma,3160000051,Juri,Bolivia,1473
Hey Twenty,1557646499,Blanka,Brasil,1473
socrampvh-br,1496406249,Rashid,Brasil,1473
PLSX,3218927337,A.K.I.,Brasil,1473
EmersonFox,3593287055,Lily,Brasil,1473
aTastycookie,1301810964,JP,Brasil,1472
Beto82-Pc,1502936665,Kimberly,Brasil,1472
Condes04,1199054228,Luke,Brasil,1472
MoMo,1393510973,Guile,Brasil,1472
MFCR,3998063821,Blanka,Venezuela,1472
Kleber_Ninomiya,1371825546,Rashid,Brasil,1472
DoomSnake,1742244422,Ken,Argentina,1472
AlcenoTR,3098948793,Ken,Brasil,1472
Rivai,1552026818,Ken,Argentina,1472
modernGACHALORD,3275412614,Ken,Brasil,1472
Buff-Jaiminho,3710349576,Cammy,Brasil,1471
Jagolazo,2386894200,Manon,Chile,1471
carimbódasorte,2429513486,Jamie,Brasil,1471
Sleepz,1462291447,E. Honda,Colombia,1471
KaisaLover,1379519673,E. Honda,Chile,1471
Atemfgc,3966566343,Guile,Ecuador,1471
ZynnfernusFGC,4147608391,Guile,Brasil,1471
Winter,4125616529,Rashid,Brasil,1471
Lacreatura,2587884417,Dee Jay,Brasil,1471
VerdadeiroAkuma,1883014038,Dee Jay,Brasil,1471
Jayashura,3518704188,Ken,Brasil,1471
Mauvri,2823739328,Ryu,Chile,1471
BLK | Makzilla,2431783764,JP,Chile,1470
XxDeva,3032969307,JP,Brasil,1470
Vieira,1716021291,Chun-Li,Brasil,1470
mayoness,3137083997,Chun-Li,Brasil,1470
kkkkio,2675047357,Kimberly,Brasil,1470
GatoMakonha,3443567261,Jamie,Brasil,1470
Ti0zerA,3769898317,Luke,Brasil,1470
Hoppus,2832479318,Luke,Brasil,1470
BanPatelana,2655273739,Marisa,Ecuador,1470
Tatajubacana,2546700215,Juri,Brasil,1470
ricarnero,2154722528,Juri,Brasil,1470
BOD_Stark,3693329645,Ken,Chile,1470
Chok1tow,1810127290,Ryu,Brasil,1470
LeoUsaBR,3369967450,Dhalsim,Brasil,1469
Sviper,2530854771,Manon,Brasil,1469
LordRain667,3908850734,Jamie,Brasil,1469
ManoBrou79,3590304876,Luke,Brasil,1469
Mr.Rufino,3087375472,Guile,Brasil,1469
ザッパkorosu,1944390125,Marisa,Argentina,1469
BILLSDESTRUIDOR,1034185530,Juri,Brasil,1469
PaiMestre,1703325295,Rashid,Brasil,1469
Hunter,3508961057,Rashid,Brasil,1469
Kevon,3743368374,A.K.I.,Argentina,1469
Marcinha,2227356579,Ken,Brasil,1469
n0thing_,4038712167,Ken,Brasil,1469
-s3rumano-,2255121541,Ryu,Brasil,1469
Jentillak,2084535040,Zangief,Chile,1468
Alex Rango,3078709053,Luke,Brasil,1468
H_ANOTSU,1216541645,Luke,Brasil,1468
Nerdsurf,2970585584,Guile,Brasil,1468
Quinho,1904437642,Marisa,Brasil,1468
Xico,2406699333,Juri,Brasil,1468
Script-,3557628228,Rashid,Brasil,1468
Juiceman,3550154736,A.K.I.,Guyana,1468
Kazooie,2027883251,Ken,Brasil,1468
kanagato,2471390089,Ryu,Chile,1468
lu@nKL7,3046105602,JP,Brasil,1467
Animetal,3673464058,Chun-Li,Chile,1467
Dell_kjalg,4020245799,Kimberly,Brasil,1467
Carups,4033913693,Kimberly,Brasil,1467
KinDer,1864276790,Jamie,Brasil,1467
Raijinvolador,1132853888,E. Honda,Chile,1467
Kyll.,4142840135,Juri,Brasil,1467
RogerioDeOz,2081352867,Rashid,Brasil,1467
SCR_TheDefender,1372037817,Dee Jay,Venezuela,1467
F9Gas,1800443259,Dee Jay,Argentina,1467
Brayayin,2891397591,Ryu,Chile,1467
Brayayin,2891397591,Ryu,Chile,1467
PekoraTeAmo,1417319009,Cammy,Chile,1466
bob-destructor,1408219192,Dhalsim,Chile,1466
BandoBeKillenEm,2369198516,Manon,Brasil,1466
Avacanoeiro,4101832445,Manon,Brasil,1466
Le-moon,3982046747,Jamie,Brasil,1466
@Imperador,2559871903,E. Honda,Brasil,1466
ParanoidSnake,2145447911,Juri,Brasil,1466
Samurai,2846577407,Rashid,Brasil,1466
SiLenCe344,2019449051,Dee Jay,Argentina,1466
Style_zouk,2464728585,Dee Jay,Brasil,1466
SaitoMidoriya,2993416834,Ken,Brasil,1466
GorilaDNS,3482294943,Dhalsim,Brasil,1465
TempuRah,1251224161,JP,Brasil,1465
AdaKill,2999814108,JP,Brasil,1465
HuggoHC,1275342622,Zangief,Brasil,1465
Shaka22,3518861911,Kimberly,Argentina,1465
goenitz_77,2646100573,Luke,Perú,1465
CheerRONIN,2651827349,Marisa,Brasil,1465
FreshGeoduck296,1550534482,Marisa,Brasil,1465
LittleDuck,1360030832,Juri,Chile,1465
Touiji,3583005038,Juri,Colombia,1465
White-Jota,2901576200,Dee Jay,Chile,1465
MADMAN MAO,1410964429,Dee Jay,Brasil,1465
REZ.,1112569268,Cammy,Brasil,1464
FA| LuegoLeo,3465054076,JP,Argentina,1464
Figure,1999578727,Zangief,Brasil,1464
DarkZomb1e,2381603012,Zangief,Brasil,1464
Diddy Kong,3151699691,Kimberly,Brasil,1464
Piponso,2002910962,Jamie,Chile,1464
Zetssu,2878882911,Luke,Brasil,1464
....,2567607768,Luke,Argentina,1464
Kyu | Ozz,4149998022,Luke,Chile,1464
Tuci,1594189677,Guile,Brasil,1464
Unoma,1298829123,Juri,Argentina,1464
Krlos,1500270054,Juri,Perú,1464
Sinn3r,3993692568,Blanka,Brasil,1464
HorusPaulin,2732379476,Rashid,Brasil,1464
Cold2golD,2647250149,Dee Jay,Brasil,1464
Sandino1984,3152845264,Ken,Perú,1464
Saisyu_XANTRE,1391876030,Cammy,Brasil,1463
AmericanOp,1379819130,Cammy,Brasil,1463
RyoranFGC,1656843576,Chun-Li,Brasil,1463
Douguito,2369467239,Kimberly,Brasil,1463
Chilo,1067720574,Kimberly,Argentina,1463
Matheusmkx,4010739061,Jamie,Brasil,1463
Ninnerd,3138715251,Jamie,Ecuador,1463
Luis Miguel,3343507645,Luke,Chile,1463
HykeBR,1141987936,Guile,Brasil,1463
Pujante Lutador,1798309607,Marisa,Brasil,1463
Brisola,2753571125,Blanka,Brasil,1463
FGC_Carlota,3650927418,Dee Jay,Brasil,1463
Leonardo,3857304150,Ken,Brasil,1463
Galvs,2268084454,Cammy,Brasil,1462
HighScoreBoy,1661319615,Cammy,Brasil,1462
Wildzide,2617696184,Zangief,Argentina,1462
Derzaum,2906746345,Zangief,Brasil,1462
Bortosh,3908740977,Manon,Venezuela,1462
Tygerlied ®,2509967085,Guile,Colombia,1462
CLEMILSON,2982124114,Guile,Brasil,1462
combo666,4116289139,Juri,Argentina,1462
Caza,1432555644,Blanka,Venezuela,1462
DougInteressant,3856172187,Rashid,Brasil,1462
PxCigne,1670326329,Rashid,Colombia,1462
Pangüão,1348010404,Dee Jay,Brasil,1462
Brayayin,2891397591,Ken,Chile,1462
GuilhermeStorM,1723227781,Ken,Brasil,1462
ElevenRandom,4163488511,Ryu,Brasil,1462
rK Lab,3015080907,JP,Brasil,1461
Nacrew,2881582774,Zangief,Brasil,1461
rfochesa,2482106851,Zangief,Brasil,1461
DarkZomb1e,2381603012,Manon,Brasil,1461
edieguitar,4065411515,Kimberly,Brasil,1461
MichelW,3100132872,Jamie,Brasil,1461
Seguremeuchute,4054315366,E. Honda,Brasil,1461
DrStreetsPHD,1844743197,Luke,Brasil,1461
Samuelplays1,2916686134,Guile,Brasil,1461
Kendilha,1434459697,Ken,Brasil,1461
MyNameIsMemz,1032112475,Ken,Chile,1461
'BN',2491745824,Ken,Brasil,1461
BKS Henrique ZN,2324582939,Ryu,Brasil,1461
RESTORATION,1931058696,Cammy,Brasil,1460
Flock,4063676089,Cammy,Chile,1460
ar-fenix,2816516518,JP,Argentina,1460
PC_Cadinho3,2595670279,JP,Brasil,1460
Tenóbio,1478385256,Zangief,Brasil,1460
